Identifier ,Schema Name/Title,Creator(s)/Curator(s),Maintenance organization,"Place: Publisher, date.",Summary / Abstract ,Format(s) ,Language,Physical Location,Online Location ,Earlier versions (editions) …,History of versioning:,Version Notes: ,Last Updated: ,Number of terms in system,Phenomena included,Disciplines included,Direct domains included,Related to: ,BARTOC Link,ICC Classification ,NARCIS Classification ,KOS Types Vocabulary
KOS.SSH.21.2,Encoded Archival Description (EAD),n/a,"Society of American Archivists; 
Library of Congress; 
Research Libraries Group (RLG)",n/a,"Encoded Archival Description (EAD) is an XML standard for encoding archival finding aids, maintained by the Technical Subcommittee for Encoded Archival Standards of the Society of American Archivists, in partnership with the Library of Congress.",Online.,en,n/a,http://www.loc.gov/ead/index.html,EAD DTD Version 2002,EAD3 1.0 (August 2015) ,"Why is there another revision of EAD? 
Technology, as we all know, has been moving fast. From collection management systems like Archivists' Toolkit, Archon, AtoM, and the new ArchivesSpace to the emerging possibilities of Linked Data and the release of Encoded Archival Context - Corporate bodies, Persons, and Families (EAC-CPF), the technology available to complete archival description has rapidly evolved since the release of EAD 2002. In addition, years of working with EAD, had given archivists more experience with how they felt EAD would work better. In 2010, the SAA Standards Committee charged a new Technical Subcommittee for Encoded Archival Description (TS-EAD) to complete a revision of EAD within 5 years. 
Source: https://www2.archivists.org/groups/encoded-archival-standards-section/frequently-asked-questions-about-ead-and-ead3#.V31DfP4UVaR ",n/a,n/a,Archival Finding Aids?; Archives? ,Computer science; Information Science. ,n/a,n/a,http://bartoc.org/en/node/2037,038-824,"D31000;
D16400",Terminology
KOS.SSH.22,TaDiRAH - Taxonomy of Digital Research Activities in the Humanities,"Coordinators: Luise Borek; Quinn Dombrowski; Jody Perkins; Christof Schöch; Matthew Munson, Leipzig. 
Contributors: Diego Ferreyra; Gimena del Rio Riande; Aurélien Berra; Thibault Clérice; Martin Grandjean; Vincent Razanajao. ",Dariah-EU,http://tadirah.dariah.eu/vocab/index.php,"This taxonomy of digital research activities in the humanities has been developed for use by community-driven sites and projects that aim to structure information relevant to digital humanities and make it more easily discoverable. The taxonomy is expected to be particularly useful to endeavors aiming to collect information on digital humanities tools, methods, projects, or readings.","Online, Web Application.",en,n/a ,http://tadirah.dariah.eu/vocab/index.php,n/a,Release version 0.5.3,18/07/2014,18/09/2014 (Community is active on Github in conversations about corrections‽) ,121,"The taxonomy is expected to be particularly useful to endeavors aiming to collect information on digital humanities tools, methods, projects, or readings.","Humanities, Social Sciences.","Humanities, Social Sciences.",n/a,http://bartoc.org/en/node/704,048-9,D30100,Taxonomy
KOS.SSH.23,THE MOVING IMAGE GENRE-FORM GUIDE,Brian Taves; Judi Hoffman; Karen Lund,The Library of Congress,http://www.loc.gov,"Of all the types of subject access to moving image works, genre studies has emerged as the most frequently used and theoretically developed system. Today, genre serves as a shorthand for archivists, scholars, and filmmakers, having become the single best recognized and intrinsically appropriate way to categorize film and television works into readily understood classifications.",Online.,en,n/a,http://www.loc.gov/rr/mopic/migintro.html,n/a,February 1998,Current,2/1/1998?,"Genres: 129;
Forms: 38 including sub-divisions. ",Films; Visual Materials. ,General works; Arts and recreation. ,n/a,MARC Standards.,http://bartoc.org/en/node/110,036-9,D35400,Glossary 
KOS.SSH.24,"Thésaurus de la désignation des œuvres architecturales et des espaces aménagés; 
Thesaurus for the designation of architectural works and developed spaces.",Agathe Penchinat; Bernard Toulier; Catherine Chaplain; Cécile Lestienne; Jean Davoigneau; Marie-Hélène Benetière; Philippe Vergain; Renaud Benoit-Cattin; Sophie Lemahieu. ,Ministère de la Culture et de la Communication,"Ministère de la Culture, 2011","The Thesaurus for the Designation of Architectural Works and Developed Spaces developed in 2011 is an overhaul of the Thesaurus for Architecture published in 2000 by Editions du Patrimoine. Eleven years later, we thought it necessary to take up this book to present the concepts that the new inventory grounds or new areas of research have brought to the fore, which led to the resumption of the organization. ; on the other hand, to make it a true digital documentary tool.","Online; PDF; RDF/XML;
Notation3; Turtle.",fr; ml.,n/a ,http://data.culture.fr/thesaurus/page/ark:/67717/T96,See Version Notes ,n° 7 (réédition revue et complétée),The Thesaurus for the Designation of Architectural Works and Developed Spaces developed in 2011 is an overhaul of the Thesaurus for Architecture published in 2000 by Editions du Patrimoine.,16 January 2015,n/a,Architectural Works; Built Environments. ,Architecture; Urbanism.,Architecture; Urbanism.,n/a,http://bartoc.org/en/node/112,048-7,D35500,Thesaurus
KOS.SSH.25,"Thésaurus-matières pour l'indexation des archives locales; 
Thesaurus-topics for indexing local archives.",Interdepartmental Service of the Archives of France,Ministère de la Culture et de la Communication,n/a,"The Thesaurus for the description and indexing of local archives applies to all local, public and private archives, ancient, modern and contemporary. It has regulatory value for all territorial archives services - regional, departmental and communal. It consists of the subject-oriented thesaurus, which is essentially reserved for expressions illustrating the notion of object but which also includes terms related to essential functions of the producers of archives (for example: police, taxation, social assistance), as well as three lists of subjects. authority (""Actions"", ""Documentary typology"", ""Historical context"") containing descriptors that are not index terms per se but will be associated with one or more descriptors of the thesaurus, if the documentary context required.","Online; PDF; RDF/XML;
Notation3; Turtle.",fr,n/a ,http://data.culture.fr/thesaurus/page/ark:/67717/Matiere,n/a,n/a,n/a,n/a,n/a,"local, public, private, ancient, modern, and contemporary archives. ",Information Science.,Information Science.,n/a,http://bartoc.org/en/node/1668,048-824,D31000,Thesaurus
KOS.SSH.26,"Vocabulaire pour les techniques photographiques; 
Vocabulary for photographic techniques.","Edmond Fernandez; 
Interdepartmental Service of the Archives of France",Ministère de la Culture et de la Communication,n/a,The purpose of this vocabulary is to provide a standardized list of terms for the description of the various photographic techniques that may be found in archives.,"Online; PDF; RDF/XML;
Notation3; Turtle.",fr,n/a ,http://data.culture.fr/thesaurus/page/ark:/67717/2012b973-ddb2-4540-a775-9157c3c1d7fd,n/a,n/a,n/a,n/a,n/a,"It is structured in five main parts corresponding to the stages of identification of a photograph: the polarity of the image (negative or positive), which constitutes the first level of indexation; the type of support, which constitutes a second level of indexation (to be used each time that we can not identify the process from which the photographs to be inventoried); the type of process, which corresponds to a third level of indexing (the identification of the type of process can make it easier to identify fragile, valuable or even rare documents whose conservation or valorization deserves special attention); the mode of representation (to be used as a second level in substitution of the nature of the support, and possibly to be completed by the process that allowed its creation); the mode of reproduction.",Art,Photography.,n/a,http://bartoc.org/en/node/1671,048-872,D35400,Thesaurus
KOS.SSH.27,"Le Thésaurus de la désignation des objets mobiliers;
The Thesaurus for the designation of movable objects.",Catherine Chaplain; Clémence Préault; Isabelle Duhau; Jean Davoigneau; Luc Fournier; Philippe Vergain. ,Ministère de la Culture et de la Communication,"Ministère de la Culture, 2014","The Thesaurus for the designation of movable objects was put online in the first quarter of 2014. It constitutes the reissue, revised and completed, of the tool elaborated by the General Inventory of Monuments and Artistic Riches of France and published in 2001 by Heritage editions, in the Documents & Methods collection. Thirteen years later, it seemed necessary to retake the book to, on the one hand, introduce the concepts that the new areas of research have made emerge, and on the other hand, make it a true digital documentary tool.","Online; PDF; RDF/XML;
Notation3; Turtle.",en; fr; it; pt. ,n/a ,http://data.culture.fr/thesaurus/page/ark:/67717/T69,See version Notes ,2nd Edition,"It constitutes the reissue, revised and completed, of the tool elaborated by the General Inventory of Monuments and Artistic Riches of France and published in 2001 by Heritage editions, in the Documents & Methods collection.",28 October 2015,n/a,armament; jewelery or goldsmith's shop; music instrument; scientific or educational instrument or object; machine related to industrial production; energy machine; agricultural material; medical material; professional or craft material; religious furniture; domestic civilian furniture; monumental furniture; means of transport; domestic civil object; religious object; movable objects; painting or graphic art; sculpture; textile or civilian clothing; religious textile; architectural elements. ,n/a,Manmade Objects,n/a,http://bartoc.org/en/node/113,n/a,D35000,Thesaurus
KOS.SSH.28,Dewey Decimal Classification (DDC),Melvil Dewey,n/a,1876,"The Dewey Decimal Classification (DDC) is structured around ten main classes covering the entire world of knowledge; each main class is further structured into ten hierarchical divisions, each having ten sections of increasing specificity. As a system of library classification the DDC is ""arranged by discipline, not subject"", so a topic like clothing is classed based on its disciplinary treatment (psychological influence of clothing at 155.95, customs associated with clothing at 391, and fashion design of clothing at 746.92) within the conceptual framework.",Print Book; Pamphlet. ,en,n/a,n/a,n/a,DDC1,"In March 1876, he applied for, and received copyright on the first edition of the index. The edition was 44 pages in length, with 2,000 index entries, and was printed in 200 copies. ",n/a,n/a,Entire world knowledge. ,n/a,n/a,n/a,http://bartoc.org/en/node/241,043,D31000,Classification scheme
KOS.SSH.28.1,Dewey Decimal Classification (DDC),,,1885,"The Dewey Decimal Classification (DDC) is structured around ten main classes covering the entire world of knowledge; each main class is further structured into ten hierarchical divisions, each having ten sections of increasing specificity. As a system of library classification the DDC is ""arranged by discipline, not subject"", so a topic like clothing is classed based on its disciplinary treatment (psychological influence of clothing at 155.95, customs associated with clothing at 391, and fashion design of clothing at 746.92) within the conceptual framework.",,,,,,DDC2,,,,Entire world knowledge. ,n/a,,n/a,,,,Classification scheme
KOS.SSH.28.2,Dewey Decimal Classification (DDC),,,1888,"The Dewey Decimal Classification (DDC) is structured around ten main classes covering the entire world of knowledge; each main class is further structured into ten hierarchical divisions, each having ten sections of increasing specificity. As a system of library classification the DDC is ""arranged by discipline, not subject"", so a topic like clothing is classed based on its disciplinary treatment (psychological influence of clothing at 155.95, customs associated with clothing at 391, and fashion design of clothing at 746.92) within the conceptual framework.",,,,,,DDC3,,,,Entire world knowledge. ,n/a,,n/a,,,,Classification scheme
KOS.SSH.28.3,Dewey Decimal Classification (DDC),,,1891,"The Dewey Decimal Classification (DDC) is structured around ten main classes covering the entire world of knowledge; each main class is further structured into ten hierarchical divisions, each having ten sections of increasing specificity. As a system of library classification the DDC is ""arranged by discipline, not subject"", so a topic like clothing is classed based on its disciplinary treatment (psychological influence of clothing at 155.95, customs associated with clothing at 391, and fashion design of clothing at 746.92) within the conceptual framework.",,,,,,DDC4,,,,Entire world knowledge. ,n/a,,n/a,,,,Classification scheme
